"# Serious Injuries","# Visible Injuries","Agency Name (Crash Level) ","Date","Intersection Name (from Crash Report)","KABCO Severity","Light Conditions (Crash Level)","Location at Impact (Crash Level) ","Manner of Collision (Crash Level) ","Roadway (From Crash Report)","Surface Condition (Crash Level) ","Time","Safety Equipment (Crash Level) ","Weather Conditions (Crash Level)","# of Fatalities per Crash","Latitude","Longitude","Geolocated City","Geolocated County","First Harmful Event (Unit Order)","Operator/Pedestrian Contrib Factor (excl None, Other, No Contrib Factors)","Most Harmful Event (Crash Level)"
0,0,"Atlanta Police Department","08/03/2022","Rhodes Ctr Nw and Peachtree St Nw","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Peachtree St Nw","Dry","14:50:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.795694,-84.387734,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Failure to Yield","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","08/05/2022","Piedmont Ave Ne and Ralph Mcgill Blvd Ne","(C) Possible Injury / Complaint","Dark-Not Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Ralph Mcgill Blvd Ne","Dry","01:10:00","[""Unknown"",""Unknown""]","Clear",0,33.764204,-84.382056,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","08/06/2022","Harwell St Nw and Joseph E Lowery Blvd Nw","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Joseph E Lowery Blvd Nw","Dry","16:45:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.755292,-84.417555,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Changed Lanes Improperly"",""Under the Influence (U.I.)""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","08/08/2022","None and 3Rd St Nw","(O) No Injury","Daylight","Off Roadway - Sidewalk","Not a Collision with Motor Vehicle","3Rd St Nw","Dry","13:54:00","[""Unknown"",""Unknown"",""Unknown""]","Cloudy",0,33.778569,-84.408458,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Driver Condition"",""Wrong Side of Road""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","08/14/2022","Ponce De Leon Ave Ne and Atlanta Beltline Eastside","(O) No Injury","Dark-Lighted","On Roadway - Driveway Intersection","Not a Collision with Motor Vehicle","Ponce De Leon Ave Ne","Dry","22:30:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.773325,-84.364856,"Atlanta","FULTON","[""Pedal-Cycle"",""Pedal-Cycle""]","[""Failure to Yield"",""Wrong Side of Road""]","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","08/20/2022","Peeples St Sw and Ralph David Abernathy Blvd Sw","(O) No Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Peeples St Sw","Wet","11:00:00","[""Unknown"",""None Used""]","Cloudy",0,33.738016,-84.420474,"Atlanta","FULTON","[""Pedal-Cycle"",""Pedal-Cycle""]","Failure to Yield","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","08/21/2022","Haynes St Sw and Peters St Sw","(C) Possible Injury / Complaint","Daylight","On Roadway - Bicycle Lane","Not a Collision with Motor Vehicle","Peters St Sw","Dry","16:47:00","Unknown","Clear",0,33.749056,-84.399892,"Atlanta","FULTON","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","[""Parked Improperly"",""Changed Lanes Improperly""]","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","08/23/2022","Trinity Ave Sw and Washington St Sw","(B) Suspected Minor/Visible Injury","Dark-Lighted","On Roadway - Driveway Intersection","Not a Collision with Motor Vehicle","Washington St Sw","Dry","22:33:00","[""None Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.747806,-84.390194,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Disregard Police - Traffic Control","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","08/25/2022","Humphries St Sw and Ralph David Abernathy Blvd Sw","(C) Possible Injury / Complaint","Daylight","On Roadway - Bicycle Lane","Not a Collision with Motor Vehicle","Ralph David Abernathy Blvd Sw","Dry","18:24:00","[""Unknown"",""Bicycle Helmet""]","Clear",0,33.736599,-84.404982,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Failure to Yield","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","08/26/2022","Martin Luther King Jr Dr Nw and Martin Luther King Jr Dr Sw","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Martin Luther King Jr Dr Sw","Dry","18:00:00","[""Unknown"",""Bicycle Helmet""]","Clear",0,33.754711,-84.414006,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Not Visible (Object, Person, or Vehicle)","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","08/29/2022","Valley Rd Nw and Grant Valley Rd Nw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Driveway Intersection","Not a Collision with Motor Vehicle","Valley Rd Nw","Dry","11:26:00","[""Unknown"",""Bicycle Helmet""]","Clear",0,33.847374,-84.385222,"Atlanta","FULTON","[""Other Object (Not Fixed)"",""Motor Vehicle in Motion""]","Following Too Close","[""Other Object (Not Fixed)"",""Pedal-Cycle""]"
1,0,"Atlanta Police Department","08/29/2022","Wilson Ave Nw and Martin Luther King Jr Dr Sw","(A) Suspected Serious Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Martin Luther King Jr Dr Sw","Dry","19:20:00","[""Unknown"",""Bicycle Helmet""]","Cloudy",0,33.750286,-84.456825,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Failure to Yield","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","09/02/2022","Wylie St Se and Kenyon St Se","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Wylie St Se","Dry","18:00:00","[""Unknown"",""Bicycle Helmet""]","Cloudy",0,33.752539,-84.35761,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Misjudged Clearance","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","09/02/2022","None and Moreland Ave Se","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Driveway Intersection","Not a Collision with Motor Vehicle","Moreland Ave Se","Dry","16:30:00","[""Lap and Shoulder Belt Used"",""None Used""]","Cloudy",0,33.722914,-84.349467,"Atlanta","FULTON","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","Disregard Other Traffic Control","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","09/05/2022","Marietta St Nw and Howell Mill Rd Nw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Driveway Intersection","Not a Collision with Motor Vehicle","Marietta St Nw","Dry","15:17:00","[""Bicycle Helmet"",""Lap and Shoulder Belt Used""]","Clear",0,33.779084,-84.410306,"Atlanta","FULTON","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","Following Too Close","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
0,1,"Atlanta Police Department","09/05/2022","Wisteria Ln Sw and Bakers Ferry Rd Sw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Wisteria Ln Sw","Dry","16:53:00","[""Unknown"",""None Used""]","Cloudy",0,33.760264,-84.509704,"Atlanta","FULTON","[""Other Object (Not Fixed)"",""Motor Vehicle in Motion""]","[""Improper Turn"",""Failure to Yield""]","[""Other Object (Not Fixed)"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","09/13/2022","Wylie St Se and Atlanta Beltline Eastside","(O) No Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Wylie St Se","Dry","18:30:00","[""Unknown"",""Unknown""]","Clear",0,33.752523,-84.357065,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Other Exterior Distraction (Distracted)","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","09/21/2022","Woodward Ave Se and Bill Kennedy Way Se","(C) Possible Injury / Complaint","Daylight","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","Woodward Ave Se","Dry","19:00:00","[""Unknown"",""Bicycle Helmet""]","Clear",0,33.745363,-84.358259,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Misjudged Clearance"",""Misjudged Clearance""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","09/25/2022","Ted Turner Dr Nw and Andrew Young International Blvd Nw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Ted Turner Dr Nw","Dry","17:16:00","[""Unknown"",""Unknown""]","Clear",0,33.759684,-84.389084,"Atlanta","FULTON","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","Failure to Yield","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","09/25/2022","6Th St Ne and Peachtree St Ne","(B) Suspected Minor/Visible Injury","Dark-Lighted","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Peachtree St Ne","Dry","20:00:00","[""Unknown"",""Bicycle Helmet""]","Clear",0,33.777406,-84.384412,"Atlanta","FULTON","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","Misjudged Clearance","Pedal-Cycle"
0,1,"Atlanta Police Department","09/26/2022","Coleman St Sw and Fletcher St Sw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Coleman St Sw","Dry","17:00:00","[""Unknown"",""Unknown""]","Clear",0,33.725703,-84.403992,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Disregard Stop Sign/Signal","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","09/28/2022","Peachtree Rd Ne and Brookwood Valley Cir Ne","(C) Possible Injury / Complaint","Dusk","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","Brookwood Valley Cir Ne","Dry","19:20:00","[""Lap and Shoulder Belt Used"",""None Used""]","Cloudy",0,33.810058,-84.392859,"Atlanta","FULTON","[""Pedal-Cycle"",""Pedal-Cycle""]","Failure to Yield","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","09/30/2022","Parkview Ln Ne and Dutch Valley Rd Ne","(O) No Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Dutch Valley Rd Ne","Dry","17:12:00","[""Lap and Shoulder Belt Used"",""Unknown""]","Clear",0,33.79206,-84.368771,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Failure to Yield","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,2,"Atlanta Police Department","10/02/2022","10Th St Ne and Monroe Dr Ne","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Bicycle Lane","Not a Collision with Motor Vehicle","10Th St Ne","Dry","17:30:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""None Used"",""None Used""]","Clear",0,33.781766,-84.369135,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Inattentive or Other Distraction (Distracted)","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","10/12/2022","8Th St Nw and Howell Mill Rd Nw","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Howell Mill Rd Nw","Dry","11:14:00","[""Unknown"",""None Used""]","Clear",0,33.779646,-84.410229,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Failure to Yield","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","10/17/2022","Mcdaniel St Sw and Ralph David Abernathy Blvd Sw","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Mcdaniel St Sw","Dry","18:28:00","[""Lap and Shoulder Belt Used"",""Unknown""]","Clear",0,33.736993,-84.401647,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Failure to Yield","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","10/17/2022","Chester Ave Se and Glenwood Ave Se","(B) Suspected Minor/Visible Injury","Dawn","On Roadway - Bicycle Lane","Not a Collision with Motor Vehicle","Glenwood Ave Se","Dry","19:00:00","[""Unknown"",""Bicycle Helmet""]","Clear",0,33.740071,-84.360142,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Disregard Other Traffic Control","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","10/21/2022","16Th St Nw and Northside Dr Nw","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Northside Dr Nw","Dry","16:10:00","[""None Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.787592,-84.40752,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]",,"[""Pedal-Cycle"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","10/25/2022","Stallings Ave Se and Flat Shoals Rd Se","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Stallings Ave Se","Dry","15:59:00","[""Unknown"",""Bicycle Helmet""]","Clear",0,33.731007,-84.331807,"Atlanta","DEKALB","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Improper Turn","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","10/26/2022","North Ave Ne and Parkway Dr Ne","(O) No Injury","Daylight","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","Parkway Dr Ne","Dry","09:10:00","[""Unknown"",""Unknown"",""Unknown""]","Clear",0,33.77118,-84.372756,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Other Object (Not Fixed)""]",,"[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","10/28/2022","Howell Mill Rd Nw and Chattahoochee Ave Nw","(C) Possible Injury / Complaint","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Chattahoochee Ave Nw","Dry","11:05:00","[""None Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.799617,-84.416728,"Atlanta","FULTON","[""Pedal-Cycle"",""Motor Vehicle in Motion""]",,"[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
0,1,"Atlanta Police Department","11/02/2022","10Th St Ne and Charles Allen Dr Ne","(B) Suspected Minor/Visible Injury","Dark-Not Lighted","On Roadway - Bicycle Lane","Not a Collision with Motor Vehicle","Charles Allen Dr Ne","Dry","19:46:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.781774,-84.372778,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Failure to Yield","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
1,0,"Atlanta Police Department","11/02/2022","W End Ave Sw and Westview Dr Sw","(A) Suspected Serious Injury","Daylight","Off Roadway - Sidewalk","Not a Collision with Motor Vehicle","Westview Dr Sw","Dry","16:30:00","[""None Used"",""None Used""]","Clear",0,33.744361,-84.413968,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Reaction to Object or Animal","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Emory Police Department","11/02/2022","Means Drive and 1 Eagle Row","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Driveway Intersection","Not a Collision with Motor Vehicle","1 Eagle Row","Dry","18:00:00","[""Unknown"",""Bicycle Helmet""]","Clear",0,33.795163,-84.323264,"Atlanta","DEKALB","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","[""No Signal/Improper Signal"",""Disregard Stop Sign/Signal""]","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","11/04/2022","Waldo St Se and Glenwood Ave Se","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Glenwood Ave Se","Dry","21:00:00","[""None Used"",""None Used""]","Clear",0,33.742535,-84.366626,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Failure to Yield","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","11/06/2022","12Th St Ne and Juniper St Ne","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Juniper St Ne","Dry","15:20:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.784287,-84.382225,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Other Object (Not Fixed)""]","Wrong Side of Road","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","11/12/2022","Lee St Sw and Sylvan Rd Sw","(B) Suspected Minor/Visible Injury","Dark-Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Lee St Sw","Dry","20:15:00","[""Unknown"",""Bicycle Helmet""]","Clear",0,33.72653,-84.418342,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Improper Passing"",""Following Too Close""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","11/13/2022","Coleman St Sw and Fletcher St Sw","(B) Suspected Minor/Visible Injury","Dark-Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Coleman St Sw","Dry","18:42:00","[""Unknown"",""Unknown""]","Clear",0,33.725703,-84.403992,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Disregard Stop Sign/Signal","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Georgia Tech Police Department","11/18/2022","Ferst Drive Nw and Atlantic Drive Nw","(O) No Injury","Daylight","On Roadway - Non-Intersection","Sideswipe-Same Direction","Ferst Drive Nw","Dry","09:20:00","[""Bicycle Helmet"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.778257,-84.398148,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"Motor Vehicle in Motion"
0,1,"Atlanta Police Department","11/28/2022","Peachtree Rd Ne and Fairhaven Cir Ne","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Bicycle Lane","Not a Collision with Motor Vehicle","Peachtree Rd Ne","Dry","15:00:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.817356,-84.389371,"Atlanta","FULTON","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","Failure to Yield","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","12/04/2022","Flora Ave Ne and La France St Ne","(O) No Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","La France St Ne","Dry","08:00:00","[""Unknown"",""Unknown""]","Clear",0,33.760421,-84.344054,"Atlanta","DEKALB","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Improper Backing","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","12/05/2022","Baker St Nw and Park Avenue West Nw","(O) No Injury","Dark-Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Baker St Nw","Wet","20:11:00","[""Lap and Shoulder Belt Used"",""None Used""]","Rain",0,33.761968,-84.39511,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Failure to Yield","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","12/07/2022","None and Piedmont Rd Ne","(O) No Injury","Dusk","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Piedmont Rd Ne","Water (standing or moving)","19:28:00","[""Unknown"",""Unknown""]","Rain",0,33.844522,-84.371804,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","12/08/2022","10Th St Nw and Curran St Nw","(C) Possible Injury / Complaint","Dark-Lighted","Off Roadway - Sidewalk","Not a Collision with Motor Vehicle","10Th St Nw","Dry","19:22:00","[""Unknown"",""None Used""]","Clear",0,33.781543,-84.405456,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]",,"[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
