"# Serious Injuries","# Visible Injuries","Agency Name (Crash Level) ","Date","Intersection Name (from Crash Report)","KABCO Severity","Light Conditions (Crash Level)","Location at Impact (Crash Level) ","Manner of Collision (Crash Level) ","Roadway (From Crash Report)","Surface Condition (Crash Level) ","Time","Safety Equipment (Crash Level) ","Weather Conditions (Crash Level)","# of Fatalities per Crash","Latitude","Longitude","Geolocated City","Geolocated County","First Harmful Event (Unit Order)","Operator/Pedestrian Contrib Factor (excl None, Other, No Contrib Factors)","Most Harmful Event (Crash Level)"
0,0,"Atlanta Police Department","02/01/2024","Northside Dr Sw and Atlanta Student Movement Blvd Sw","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Northside Dr Sw","Dry","17:50:00","[""Bicycle Helmet"",""Unknown""]","Clear",0,33.74889216,-84.40454727,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
0,1,"Atlanta Police Department","02/06/2024","Lee St Sw and Ralph David Abernathy Blvd Sw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Ralph David Abernathy Blvd Sw","Dry","17:05:00","[""Unknown"",""None Used""]","Clear",0,33.73824581,-84.41408486,"Atlanta","Fulton","[""Pedal-Cycle"",""Pedal-Cycle""]","[""Failure to Yield"",""Other Unit Contributed to Crash""]","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","02/10/2024","Butner Rd Sw and Campbellton Rd Sw","(B) Suspected Minor/Visible Injury","Dark-Lighted","Gore","Not a Collision with Motor Vehicle","Campbellton Rd Sw","Water (standing or moving)","20:00:00","[""Unknown"",""Unknown""]","Rain",0,33.69356313,-84.51880139,"Atlanta","Fulton","[""Pedal-Cycle"",""Impact Attenuate""]","[""Other Unit Contributed to Crash"",""Not Visible (Object, Person, or Vehicle)""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Georgia Tech Police Department","02/13/2024","Tenth Street Nw and Atlantic Drive Nw","(O) No Injury","Daylight","On Shoulder","Angle Crash","Tenth Street Nw","Dry","09:00:00","[""Unknown"",""Bicycle Helmet""]","Cloudy",0,33.78149412,-84.39771271,"Atlanta","Fulton","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","[""Failure to Yield"",""Other Unit Contributed to Crash""]","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
0,1,"Atlanta Police Department","02/14/2024","Cain St Ne and Jackson St Ne","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Cain St Ne","Dry","11:00:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.75953136,-84.37384267,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Failure to Yield"",""Other Unit Contributed to Crash""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","02/18/2024","Luckie St Nw and Forsyth St Nw","(C) Possible Injury / Complaint","Dark-Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Luckie St Nw","Dry","21:49:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.75681363,-84.38909885,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Other Unit Contributed to Crash"",""Failure to Yield""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","02/19/2024","Windsor St Sw and Ralph David Abernathy Blvd Sw","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Ralph David Abernathy Blvd Sw","Dry","16:31:00","[""Unknown"",""Unknown""]","Clear",0,33.73694703,-84.39849244,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Failure to Yield"",""Other Unit Contributed to Crash""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Georgia Tech Police Department","02/22/2024","Spring Street and Abercrombie Place","(O) No Injury","Dark-Lighted","On Roadway - Bicycle Lane","Angle Crash","Spring Street","Dry","20:07:00","[""None Used"",""Unknown"",""Unknown""]","Clear",0,33.77809154,-84.38874802,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Wrong Side of Road"",""Other Unit Contributed to Crash""]","[""Pedal-Cycle"",""Pedal-Cycle""]"
1,0,"Atlanta Police Department","02/23/2024","Cascade Ave Sw and Ralph David Abernathy Blvd Sw","(A) Suspected Serious Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Cascade Ave Sw","Dry","17:45:00","[""Shoulder Belt Only Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.73867672,-84.43405259,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Following Too Close"",""Other Unit Contributed to Crash""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","02/24/2024","9Th St Nw and Howell Mill Rd Nw","(C) Possible Injury / Complaint","Dusk","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","9Th St Nw","Dry","19:00:00","[""Unknown"",""Unknown""]","Clear",0,33.78062038,-84.41068076,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Failure to Yield"",""Other Unit Contributed to Crash""]","Pedal-Cycle"
0,1,"Atlanta Police Department","02/26/2024","Hampton St Nw and Northside Dr Nw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Northside Dr Nw","Dry","09:08:00","[""Lap and Shoulder Belt Used"",""Bicycle Helmet""]","Clear",0,33.77766714,-84.40735167,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Emory Police Department","02/29/2024","Eagle Row Ne and Peavine Creek Dr","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Driveway Intersection","Not a Collision with Motor Vehicle","Eagle Row Ne","Dry","17:25:00","[""Unknown"",""Bicycle Helmet""]","Cloudy",0,33.79441655,-84.32846081,"Atlanta","DeKalb","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","[""Failure to Yield"",""Other Unit Contributed to Crash""]","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","03/02/2024","Dorsey St Sw and Campbellton Rd Sw","(C) Possible Injury / Complaint","Dark-Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Campbellton Rd Sw","Dry","19:37:00","[""Unknown"",""Unknown""]","Cloudy",0,33.71814865,-84.42586412,"Atlanta","Fulton","[""Pedestrian"",""Motor Vehicle in Motion""]","[""Failure to Yield"",""Other Unit Contributed to Crash""]","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
0,1,"Dekalb Co Police Department","03/03/2024","Flat Shoals Rd and Fayetteville Rd","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Fayetteville Rd","Dry","12:15:00","[""Unknown"",""Unknown"",""Unknown""]","Clear",0,33.72589195,-84.32248756,"Atlanta","DeKalb","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","Failure to Yield","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","03/11/2024","12Th St Ne and Peachtree St Ne","(C) Possible Injury / Complaint","Dark-Not Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Peachtree St Ne","Dry","20:07:00","[""Lap and Shoulder Belt Used"",""Bicycle Helmet""]","Clear",0,33.78430545,-84.38305097,"Atlanta","Fulton","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","[""Failure to Yield"",""Other Unit Contributed to Crash""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","03/14/2024","14Th St Nw and Mecaslin St Nw","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Mecaslin St Nw","Dry","17:30:00","[""Unknown"",""Unknown"",""Unknown""]","Clear",0,33.78619516,-84.39979275,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Vision Obscured","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","03/15/2024","Bedford St Nw and Joseph E Lowery Blvd Nw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","Joseph E Lowery Blvd Nw","Dry","13:56:00","[""Unknown"",""Unknown""]","Clear",0,33.7748726,-84.41736597,"Atlanta","Fulton","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","Other Unit Contributed to Crash","[""Pedal-Cycle"",""Pedal-Cycle""]"
1,0,"Atlanta Police Department","03/20/2024","17Th St Nw and Spring St Nw","(A) Suspected Serious Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","17Th St Nw","Dry","16:00:00","[""Unknown"",""None Used""]","Clear",0,33.79180785,-84.38943649,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Changed Lanes Improperly"",""Other Unit Contributed to Crash""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","03/22/2024","Marietta St Nw and Centennial Olympic Park Dr Nw","(O) No Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Marietta St Nw","Wet","17:30:00","[""Unknown"",""Unknown""]","Rain",0,33.75776418,-84.39338057,"Atlanta","Fulton","[""Other Non-Collision"",""Motor Vehicle in Motion""]","Improper Passing","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
1,0,"Atlanta Police Department","03/25/2024","None and Joseph E Lowery Blvd Nw","(A) Suspected Serious Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Joseph E Lowery Blvd Nw","Dry","17:28:00","[""Lap and Shoulder Belt Used"",""Unknown""]","Clear",0,33.77729061,-84.41735118,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Wrong Side of Road","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","03/29/2024","5Th St Ne and Cypress St Ne","(C) Possible Injury / Complaint","Daylight","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","5Th St Ne","Dry","15:04:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.77623862,-84.38599126,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Disregard Other Traffic Control"",""Other Unit Contributed to Crash""]","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","04/04/2024","13Th St Ne and Crescent Ave Ne","(B) Suspected Minor/Visible Injury","Dark-Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","13Th St Ne","Dry","00:00:00","[""Lap and Shoulder Belt Used"",""None Used""]","Cloudy",0,33.78563592,-84.38421971,"Atlanta","Fulton","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","[""Other Unit Contributed to Crash"",""Disregard Stop Sign/Signal""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Georgia Tech Police Department","04/04/2024","Williams Street and Fourteenth Street","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Angle Crash","Fourteenth Street","Dry","16:00:00","[""Unknown"",""Unknown""]","Clear",0,33.78656155,-84.39041743,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Wrong Side of Road"",""Other Unit Contributed to Crash""]","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","04/13/2024","Sandtown Rd Sw and Centra Villa Dr Sw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Centra Villa Dr Sw","Dry","17:00:00","[""Unknown"",""Bicycle Helmet""]","Clear",0,33.71920769,-84.45259144,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Aggressive Driving"",""Other Unit Contributed to Crash""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","04/14/2024","Cone St Nw and Marietta St Nw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Cone St Nw","Dry","15:50:00","[""Bicycle Helmet"",""Unknown""]","Clear",0,33.7564632,-84.39208754,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Wrong Side of Road"",""Other Unit Contributed to Crash""]","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
1,1,"Atlanta Police Department","04/16/2024","Wieuca Rd Ne and Rickenbacker Way Ne","(A) Suspected Serious Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Wieuca Rd Ne","Dry","18:29:00","[""Unknown"",""Unknown"",""Bicycle Helmet"",""Bicycle Helmet""]","Clear",0,33.87312457,-84.37651908,"Atlanta","Fulton","[""Other Object (Not Fixed)"",""Other Object (Not Fixed)"",""Other Object (Not Fixed)""]","Failure to Yield","[""Other Object (Not Fixed)"",""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","04/17/2024","Larkin Pl Sw and Larkin St Sw","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Larkin St Sw","Dry","17:28:00","[""Unknown"",""Unknown""]","Clear",0,33.74798681,-84.40415931,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Failure to Yield","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
1,0,"Georgia Tech Police Department","04/17/2024","Sixth St. Nw and Ferst Drive Nw","(A) Suspected Serious Injury","Daylight","On Roadway - Roadway Intersection","Sideswipe-Opposite Direction","Ferst Drive Nw","Dry","10:58:00","[""None Used"",""Lap and Shoulder Belt Used""]","Cloudy",0,33.77726084,-84.4023972,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Disregard Stop Sign/Signal","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","04/18/2024","Sawtell Ave Se and Richmond Ave Se","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Richmond Ave Se","Dry","14:34:00","[""Lap and Shoulder Belt Used"",""Bicycle Helmet""]","Clear",0,33.70676306,-84.3764114,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Disregard Other Traffic Control"",""Other Unit Contributed to Crash""]","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","04/21/2024","Glenwood Ave Se and Chester Ave   Se","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Glenwood Ave Se","Dry","18:30:00","[""Unknown"",""Bicycle Helmet""]","Clear",0,33.7405265,-84.36178179,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedal-Cycle"",""Pedal-Cycle""]","[""Improper Turn"",""Failure to Yield""]","[""Motor Vehicle in Motion"",""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","04/23/2024","Rosser St Sw and Westview Dr Sw","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Rosser St Sw","Dry","14:20:00","[""Unknown"",""None Used""]","Clear",0,33.74714905,-84.42434088,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedestrian""]","Failure to Yield","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","04/23/2024","Spring St Nw and Peachtree St Ne","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Driveway Intersection","Not a Collision with Motor Vehicle","Peachtree St Ne","Dry","09:21:00","[""Unknown"",""Bicycle Helmet""]","Clear",0,33.79720655,-84.38886415,"Atlanta","Fulton","[""Pedal-Cycle"",""Other Object (Not Fixed)""]","[""Disregard Other Traffic Control"",""Misjudged Clearance""]","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","04/24/2024","11Th St Nw and Howell Mill Rd Nw","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","11Th St Nw","Dry","18:40:00","[""Lap and Shoulder Belt Used"",""Unknown""]","Clear",0,33.78299814,-84.41167281,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Improper Turn"",""Other Unit Contributed to Crash""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","04/24/2024","I-75 N and North Ave Nw","(C) Possible Injury / Complaint","Daylight","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","North Ave Nw","Dry","15:30:00","[""Lap and Shoulder Belt Used"",""Non-Motorist Lighting""]","Cloudy",0,33.77129024,-84.3906947,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Disregard Other Traffic Control","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
1,0,"Atlanta Police Department","04/28/2024","Morosgo Way Ne and Lindbergh Dr Ne","(A) Suspected Serious Injury","Dark-Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Morosgo Way Ne","Dry","01:40:00","[""Unknown"",""Unknown""]","Clear",0,33.8207068,-84.36509283,"Atlanta","Fulton","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","[""Disregard Stop Sign/Signal"",""Other Unit Contributed to Crash""]","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","05/02/2024","Decatur St Se and Peachtree Center Ave Se","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Decatur St Se","Dry","13:30:00","[""Unknown"",""Lap and Shoulder Belt Used""]","Clear",0,33.75310668,-84.38761648,"Atlanta","Fulton","[""Pedal-Cycle"",""Pedal-Cycle""]","Disregard Stop Sign/Signal","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","05/03/2024","Wildwood Rd Ne and Wellbourne Dr Ne","(O) No Injury","Dark-Lighted","On Roadway - Driveway Intersection","Not a Collision with Motor Vehicle","Wellbourne Dr Ne","Dry","20:40:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Bicycle Helmet""]","Clear",0,33.80330262,-84.36002654,"Atlanta","Fulton","[""Other Object (Not Fixed)"",""Pedal-Cycle""]","[""Misjudged Clearance"",""Other Unit Contributed to Crash""]","[""Other Object (Not Fixed)"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","05/06/2024","14Th St Ne and W Peachtree St Nw","(C) Possible Injury / Complaint","Daylight","Off Roadway - Sidewalk","Not a Collision with Motor Vehicle","14Th St Ne","Dry","19:50:00","[""Unknown"",""Unknown""]","Clear",0,33.7866647,-84.38666974,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Other Unit Contributed to Crash","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","05/10/2024","Stovall Blvd Ne and N Stratford Rd Ne","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Stovall Blvd Ne","Dry","17:00:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.86213198,-84.36288125,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Failure to Yield"",""Improper Turn""]","[""Pedal-Cycle"",""Pedal-Cycle""]"
1,0,"Atlanta Police Department","05/10/2024","14Th St Nw and Northside Dr Nw","(A) Suspected Serious Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","14Th St Nw","Dry","17:42:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.78622418,-84.40744525,"Atlanta","Fulton","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","[""Other Unit Contributed to Crash"",""Disregard Other Traffic Control""]","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","05/15/2024","Beecher St Sw and Donnelly Ave Sw","(C) Possible Injury / Complaint","Dark-Not Lighted","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Donnelly Ave Sw","Dry","22:00:00","[""Unknown"",""None Used""]","Clear",0,33.73313887,-84.42708184,"Atlanta","Fulton","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","[""Following Too Close"",""Other Unit Contributed to Crash""]","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","05/17/2024","Phipps Blvd Ne and Alliance Center Dr","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Alliance Center Dr","Dry","10:20:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.8526692,-84.36542139,"Atlanta","Fulton","[""Pedal-Cycle"",""Pedal-Cycle""]","Other Unit Contributed to Crash","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","05/20/2024","Sagamore Dr Nw and Peachtree Battle Ave Nw","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Sagamore Dr Nw","Dry","17:45:00","[""Lap and Shoulder Belt Used"",""Bicycle Helmet""]","Clear",0,33.82194568,-84.4055414,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Failure to Yield"",""Other Unit Contributed to Crash""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","05/22/2024","None and Peachtree St Ne","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Peachtree St Ne","Dry","11:30:00","[""None Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.80311789,-84.39301094,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
0,0,"Georgia Tech Police Department","05/24/2024","Ferst Drive Nw and Fowler Street Nw","(O) No Injury","Daylight","On Roadway - Non-Intersection","Rear End","Ferst Drive Nw","Dry","09:41:00","[""Bicycle Helmet"",""Lap and Shoulder Belt Used""]","Clear",0,33.77692306,-84.39414605,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Following Too Close"",""Other Unit Contributed to Crash""]","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
1,0,"Atlanta Police Department","05/25/2024","Marietta Blvd Nw and Donald Lee Hollowell Pkwy Nw","(A) Suspected Serious Injury","Daylight","On Roadway - Bicycle Lane","Not a Collision with Motor Vehicle","Marietta Blvd Nw","Wet","10:21:00","[""Lap and Shoulder Belt Used"",""Bicycle Helmet""]","Rain",0,33.77283524,-84.42505987,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Failure to Yield"",""Other Unit Contributed to Crash""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","05/27/2024","Orme Cir Ne and Monroe Dr Ne","(O) No Injury","Daylight","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","Monroe Dr Ne","Dry","18:30:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.78712329,-84.36721967,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedestrian""]","Failure to Yield","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","05/28/2024","Peachtree St and Edgewood Ave Ne","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Edgewood Ave Ne","Dry","19:55:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.75450816,-84.38961869,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Disregard Other Traffic Control","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","05/29/2024","11Th St Ne and Piedmont Ave Ne","(O) No Injury","Daylight","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","11Th St Ne","Dry","13:00:00","[""Unknown"",""None Used""]","Clear",0,33.78297223,-84.37992559,"Atlanta","Fulton","[""Pedal-Cycle"",""Pedal-Cycle""]","Other Unit Contributed to Crash","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","05/29/2024","Charles Allen Dr Ne and Ponce De Leon Ave Ne","(C) Possible Injury / Complaint","Dark-Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Ponce De Leon Ave Ne","Dry","21:38:00","[""Unknown"",""None Used"",""None Used""]","Clear",0,33.77315026,-84.37278351,"Atlanta","Fulton","[""Pedal-Cycle"",""Motor Vehicle in Motion""]",,"[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","05/30/2024","Moreland Ave Ne and Mclendon Ave Ne","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Mclendon Ave Ne","Dry","18:02:00","[""Lap and Shoulder Belt Used"",""Bicycle Helmet""]","Clear",0,33.76494567,-84.34922445,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Failure to Yield"",""Other Unit Contributed to Crash""]","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","05/30/2024","Boulevard Se and Edgewood Ave Se","(O) No Injury","Dark-Lighted","On Roadway - Bicycle Lane","Not a Collision with Motor Vehicle","Edgewood Ave Se","Dry","23:07:00","[""Unknown"",""Unknown"",""Bicycle Helmet""]","Clear",0,33.75430453,-84.37213284,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Changed Lanes Improperly","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","06/01/2024","Monroe Dr Ne and Virginia Ave Ne","(O) No Injury","Dark-Lighted","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Virginia Ave Ne","Dry","22:30:00","[""Unknown"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.78105729,-84.36854787,"Atlanta","Fulton","[""Motor Vehicle in Motion"",""Pedestrian""]","[""Failure to Yield"",""Other Unit Contributed to Crash""]","[""Pedal-Cycle"",""Pedestrian""]"
0,1,"Emory Police Department","06/05/2024","Eagle Row Ne and Clifton Rd Ne","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Clifton Rd Ne","Dry","18:40:00","[""Lap and Shoulder Belt Used"",""Bicycle Helmet""]","Clear",0,33.79544311,-84.32135865,"Atlanta","DeKalb","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","[""Following Too Close"",""Other Unit Contributed to Crash""]","[""Pedal-Cycle"",""Pedal-Cycle""]"
